Product Name,Reviews,Sentiment
Herbalife Personalized Protein Powder 200 gm Pack of 2,Its good  It was great,Positive
Herbalife Personalized Protein Powder 200 gm Pack of 2,Bad Product The product is not genuine because there is no scen code and the label are cut from one side but I have the product there is no such case . I am a age read more,Negative
Herbalife Personalized Protein Powder 200 gm Pack of 2,excellent price  i have compared the price of this product in many sites and found the price in snapdeal to be very low,Positive
Herbalife Personalized Protein Powder 200 gm Pack of 2,Wonder products Awsm awsm awsm no more words . M using it from last 6 months n buying it from snapdeal at very low prices. Gr8 results at very low prices thnks to sna read more,Negative
Herbalife Personalized Protein Powder 200 gm Pack of 2,Herbalife protein  Good product and delivery service very fast,Positive
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Lotus seed  Only one seed germinat,Neutral
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,"Poor quality  Not a single seed grew, let alone bloomed. Total loss of money, effort and time.",Negative
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Useful  Great product,Positive
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,"Not grown after 1 month,it's fake  Very bad seeds,not grown after 1 month",Negative
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Poor Qwality of seeds  Not a single seed gave any lotus flower 😭,Negative
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Supper  Supper se bhi upper,Neutral
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Lotus seed Only one seed germinat,Neutral
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Poor quality  No use. Very poor seeds,Negative
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,Very bad  Very bad Lotus seed is very poor quality,Negative
Lotus Flower Seeds mix Colors Seeds For Home Garden 20 Seeds + free seed,good packing --- nice seeds good packing --- nice seeds,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,बेस्ट  खुप छान किचन product,Neutral
Analog Kitchenware Kitchen Utility Knife Set of 3U,Good product Little bit expensive but quality is awesome 😉,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,Good product in the market  Sharpness is the most important feature for a cutting knife and we reached the great results in providing the best sharpness of our knives on the market.,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,Kitchen knives  It's a very useful item for my kitchen....thanks a lot...standard product....great purchase.,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,Hometales utility knife-3  Very nice for this price-sturdy and sharp-thank you,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,Cannot use. Will need sharpening.  All the knives are blunt. One had scratches.,Neutral
Analog Kitchenware Kitchen Utility Knife Set of 3U,Nice product  It was a nice product,Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,"Very sharp knife  All 3 knives are sharp, very sharp. Be careful when you use it. Too good for the price.",Positive
Analog Kitchenware Kitchen Utility Knife Set of 3U,Cannot use. Will need sharpening. All the knives are blunt. One had scratches.,Neutral
Analog Kitchenware Kitchen Utility Knife Set of 3U,"Sharp knifes  Best quality stainless knifes, quality is awesome and thickness is perfect, super sharp, vegetables are cutting in seconds, even hard vegetables and fruits we can cut with these knifes easily, just go for it",Positive
SHARUJA Analog Electric Tester,Supeb Fantastic Sendal tim,Positive
SHARUJA Analog Electric Tester,Not satisfied  Not good quality. Tester end it will be aluminium. Not as other tester material,Negative
SHARUJA Analog Electric Tester,Nice 🙂  Bahut acha hai 👍👍👍,Positive
SHARUJA Analog Electric Tester,Product is expected to be good.  The product is performing. Let's see how lomg it last.,Positive
SHARUJA Analog Electric Tester,Electric tester  Nice product,Positive
SHARUJA Analog Electric Tester,Quality of product  On receiving the the product i feel it is really the same product which i have ordered.This is extremely good...The product is qualitatively good and satisfactory,Positive
SHARUJA Analog Electric Tester,Good in quality  Useful for home,Positive
SHARUJA Analog Electric Tester,Bad product  Don't purchase 😭,Negative
SHARUJA Analog Electric Tester,Negative Down quality,Negative
SHARUJA Analog Electric Tester,Negative  Down quality,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Very bad  Very bad quality,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Worse product  Waste of money,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Bad seed  Do not take this product,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Poor quality  Not even a seed has germinated. Complete waste of money.,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Poor quality seeds  It doesn't grow I did exactly as in the manual,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Not germinated. Seeds are not germinated. Still watering.,Neutral
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Five Stars Extra ordinary,Neutral
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Not good  It is not good bcz they are expirey,Negative
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",One Star  Am not intrested for thid seeds,Neutral
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Use less  Use less never buy this product,Neutral
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,GREAT DEALS The product are good quality And the deal also awesome We can't find this price on wholesale shop,Positive
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Very bad  No parcge very bad quality,Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Stopped working with in amonth  Stopped working with in amonth of purchase . Just wastage of money,Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Ye 5kg tak hi thik hai weight karne k liye. Uske upar ye thik se kaam nhi karta  Ye 5kg tak hi thik hai weight karne k liye. Uske upar ye thik se kaam nhi karta. Useless,Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Weighing balance Weighing balance is not reliable as it gives wrong readings,Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,One month bhi nhi chala  Poor quality,Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,No show proper weight  Wrost no perfect weight,Positive
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,jai ambay  not company jai ambay this is local i am return this,Neutral
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,"Not good, don't buy this product  Not good, don't buy this product",Negative
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,"Oct 05, 2022SatisfiedVery nice product",Positive
Campus TERMINATOR (N) Black Running Shoes,Excellent  Great quality,Positive
Campus TERMINATOR (N) Black Running Shoes,Bahut achhi Quality  Good product,Positive
Campus TERMINATOR (N) Black Running Shoes,Good product  Good product,Positive
Campus TERMINATOR (N) Black Running Shoes,Awadhraj  Excellent product,Positive
Campus TERMINATOR (N) Black Running Shoes,Very good product  Nice product,Positive
Campus TERMINATOR (N) Black Running Shoes,Excellent  Excellent product,Positive
Campus TERMINATOR (N) Black Running Shoes,Great  Great 👍oooooooo,Positive
Campus TERMINATOR (N) Black Running Shoes,Osm quality  Best product,Positive
Campus TERMINATOR (N) Black Running Shoes,"Super  Super quality verry nice tq snpdeal,😊😊😊",Positive
Campus TERMINATOR (N) Black Running Shoes,Good colour  Looking good 😊😊,Positive
ASIAN Green Men's Sports Running Shoes,I am really very happy  i am really very happy it's super thank you so much,Positive
ASIAN Green Men's Sports Running Shoes,Shoes  Superb qualities tnx too snapdeal for owsome products...,Positive
ASIAN Green Men's Sports Running Shoes,Amazing  Superb quality,Positive
ASIAN Green Men's Sports Running Shoes,great deal  Very nice shooes,Positive
ASIAN Green Men's Sports Running Shoes,Supar  Nice 👌👌👌,Positive
ASIAN Green Men's Sports Running Shoes,"Mar 19, 2022Perfect matchNice product I love it.quality is best",Positive
ASIAN Green Men's Sports Running Shoes,Best product  As per product rate it is good .I use it for 12t months continuouly...,Positive
ASIAN Green Men's Sports Running Shoes,Quality  Great quality and shoes,Positive
ASIAN Green Men's Sports Running Shoes,Happy  Good product 👍 Whight less & smooth,Positive
ASIAN Green Men's Sports Running Shoes,Super  Nice product,Positive
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Bad qulity Not qulity,Negative
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,"Quality  Good quality,best for cookies cutting.",Positive
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Low quality  Quality is not much as expectation. Packaging was not good,Negative
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Useful product  Good quality,Positive
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Good items  Very good quality,Positive
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,it's quality is very bad  Very good 👎,Negative
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Bad qulity  Not qulity,Negative
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Good quality  Good product,Positive
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Gud but small  Size small,Neutral
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Wonderful Great deal in budget purchase,Positive
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Not liked  Pump is not working,Negative
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Quality not good  Material is not good,Negative
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Very useful Very useful item in kitchen. Go for it,Positive
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Poor quality... Poor quality pump. Useless.,Negative
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Total disappointment  Iotally 7nhappy with the product,Negative
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Not working  Not working,Neutral
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Very bad product  Can't pull dishwasher liquid up. Replaced with same defective product.,Negative
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Feedback  Rubbish product,Neutral
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Pump is not working  Pump not working,Neutral
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Worst product  Not working propely after 2-3 days,Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Quality is low  Low quality product will not go for long....,Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Quality is low Low quality product will not go for long....,Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Not working  It does not work in any liquid so of no use.,Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",VERY BAD  NO USE NO QUALITY,Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer","Product very good, delivery also excellent 😊  I found the product very good and delivery very nice 😊",Positive
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Super  Super quality of item,Positive
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer","Worst, bad quality ,nt same as shown  Totally differ from pic,bad quality plastic as well as blade",Negative
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Review  Cracked already,Neutral
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Badiya Excellent👍👍👍👍👍👍,Neutral
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Nt good  Not good very hard to use,Positive
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Size was too small  Size was too small,Neutral
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Oct 03, 2022rice bowlgreat product to use . quality was also great",Positive
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Very nice good product I liked very much and very light to use this product thank you very much 👍👌🙏💐,Positive
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Smaller than Expected Very small in size. Unable to use for 4 people.,Neutral
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,About bowl  It's too small in size,Neutral
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Too small, quality bad.  Bad quality.product size too small.Pradosh, Odisha.754141",Negative
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Poor Quality  No money value,Negative
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Very Small....  Very small product,Neutral
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Worst  Poor quality as regards to price,Negative
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Very small  Low quality, very small, not useful",Negative
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),"May 16, 2022Super superI like it super",Positive
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Lid Fitting problem  Lid is not fitting properly other wise ok,Positive
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Poor quality  Nothing more than toy.,Negative
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),"HOMETALES COMPACT MA.. FDUXCHOPE  I would like to return this ""HOMETALES COMPACT MA.. FDUXCHOPE as it's of poor quality",Negative
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),the price is very high the item price is very high,Neutral
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Not working properly.  Its not working as shown.,Neutral
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Poor quality Nothing more than toy.,Negative
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Nice product  This quick cutter is very useful. Nice product.,Positive
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Chopper  Bad product..,Negative
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Noisy  It makes lot of unexpected voice while chopping it feels it's going to break soon,Negative
BK KART Mixed Nuts 500gm,Its very good to buy.  It was with all good packaging and fresh dry fruits,Positive
BK KART Mixed Nuts 500gm,Dry fruits 😋  Best quality and best product,Positive
BK KART Mixed Nuts 500gm,Quality Taste also not good...,Neutral
BK KART Mixed Nuts 500gm,very bad product  ingredients totally substandered. expired,Negative
BK KART Mixed Nuts 500gm,Great deal  Very nice product,Positive
BK KART Mixed Nuts 500gm,Great deal and good mixture  Nice products and great deal,Positive
BK KART Mixed Nuts 500gm,Quality  Taste also not good...,Neutral
BK KART Mixed Nuts 500gm,Fraud  Very poor quality,Negative
BK KART Mixed Nuts 500gm,Dry fruits  Very bad it was...waste of money...not satisfied,Negative
BK KART Mixed Nuts 500gm,Nice product Nice product,Positive
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Laljeebabu  Very poor quality,Negative
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Awesome product Awesome product I liked very much,Positive
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Useless item  This is throw away item . Colour changed in 3days and broke on less than a week time.,Negative
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,📿Quality is good 👍📿Products bill quality is good 👍,Positive
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Nice app  Nice app and time 24h ma dalvari,Positive
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Poor quality product  First day is locket is broken. Poor quality mala,Negative
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Ismain Lord Shiv Trishul Damru Locket to nikla hi nahin Very bad islia h ki ismain Lord Shiv Trishul Damru to nikla hi nahin,Negative
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,This not real  Bad quality,Positive
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Not good  Not good bad quality,Negative
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,"Plastic made,poor quality  Poor quality product",Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","May 12, 2022Fine fishing, insulated, attractive looks specify brand.ऐसे ही 5* नही देते है सब, मेरी तरफ से उत्कृष्ट उत्पाद बनाने के लिए मिल्टन टीम को शुभकामनाए.. deserve appreciation of best quality to move ahead of others in the long way of Milton brand name,",Positive
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","Cap is not working properly  Wanted to replace no replace, no response on email also by Milton",Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Not good product is damage recived very poor performance  Out item is picked up on 24/01/17 but refund is not credited on my freerecharge ac,Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Got damaged product  I got products which have damaged cap.,Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Poor quality  Poor quality,Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Flask milton  Not satisfied with the product said that it will have 24 cold and heat but it does not have sam humidity as before isss,Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","TOO BAD OF A COMPANY very bad way of dealing with customers. i bought this considering all factors like price, cashback etc. you cheated & have not send my cashback vo read more",Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Product was excellent  Product was excellent but delivery was bad as i was travelling for some other place i expected the item on time but it disappointed me due to that i dint able to take it with me.,Negative
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","Not working  After buying , for a period of 10 months I have used only for 4 - 5 times . After that when I attempted to use it , it was not working . It is not bearing the temperature even for 1 hour",Neutral
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",BUMPER DEAL.... Milton......name says it all about quality... FEATURES ARE: 1.In product description and pictures they does not show it....BUT yes they provide a very read more,Negative
PRd PU Tan Casual regular Wallet,"Mar 19, 2020SuperExcellent wallet",Neutral
PRd PU Tan Casual regular Wallet,"Best service Nice handling business before proceeding thanks to my snap deal. Happy to you thanks for bringing quality, pakijing, delivery. The best products selli read more",Positive
PRd PU Tan Casual regular Wallet,"Mar 03, 2020Good qualityGood quality",Neutral
PRd PU Tan Casual regular Wallet,"Mar 11, 2021WalletProduct is good but.. Delivery boy was Arogent",Positive
PRd PU Tan Casual regular Wallet,"Feb 11, 2020शानदारमुझे पहली बार स्नैपडील पर शॉपिंग से अद्भुत खुशी हुई कि मेरा प्रोडक्ट उसी रूप में निकला जैसा मैने देखा था",Neutral
PRd PU Tan Casual regular Wallet,Disgusting product  It does not have coin packet Secondly the flip never closrs,Negative
PRd PU Tan Casual regular Wallet,Bad quality Bad wallet,Negative
PRd PU Tan Casual regular Wallet,Bad quality  Bad wallet,Negative
PRd PU Tan Casual regular Wallet,not good product  product So bed quality I am not interesting Money is a lot of value,Negative
PRd PU Tan Casual regular Wallet,Casual wallet  Side no stich not good,Negative
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Awesome Product  Would recommend this product those who have no Bluetooth stereo. I have been using this product now for more than a week and it has fulfilled all my needs of a Bluetooth device. Amplified and good sound and call quality.,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Mar 14, 2016Excellent ProductAwesome .My car audio was missing the Bluetooth feature and tantra fluke completed my car.Thank you Tantra .Awesome...",Negative
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Review of Tantra car Bluetooth handsfree  Very good sound quality in affordable price,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Mar 08, 2016Excellent ProductAmazing Product Instant Installation Automatic Bluetooth connection once u pair Free Mobile Holder. One thing that's impt n missing s the usb charger.",Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Tantra Fluke  Excellent product. Good connectivity and sound clarity. Easy to use.,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Apr 04, 2016ExcellentProductAfter using several brands since six years .. And not satisfied with the voice calls .. While talking in car.. There were lots of noise even some of branded Bluetooth device .. Later I have chosen ""tantra fluke "" This is the best product with noise cancellation inside the car ! N at the best price .. Value for money ..!!",Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Awesome product  The product is just awesome. Highly recommended. The only problem is adhesive tape is not so strong,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Review  Very good one n easy to operate,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Excellent reception and clarity  I had tried several Bluetooth handsfree gadgets prior to buying Tantra fluke. All of them disappointed me either by battery backup or clarity. After I installed Tantra Fluke it is perfectly working as per my desire. Connects very quickly. Clarity is superb and there is absolutely no lag. I recommend every car owner who does not have Bluetooth enabled music system to install it. The only drawback is the wire which I believe can be managed if tied and hide properly. Great product,Positive
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"THE Best Bluetooth device  1) best voice calling device in terms of clarity & noice cancellation during the mobile call conversations 2) best sound output levering car speakers, clarity of sound has been exceptional that too when I relay Amazon music 3) very simple installation & works great with my iPhone especially",Positive
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Its very bad quality not buy thus ....after 15 day its properly stoped work  Very bad...not buy this,Negative
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Best quality  Not working,Positive
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Quality is. Not good  Poor quality,Neutral
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Don't order  Totally hopeless and very dull in quality. I ordered it but in a single use it failed and stopped working. I couldn't use it at least once.,Negative
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Soldering kit Very good product given by vendor Iron heating time just 25-30sec. Thanks snapdeal and their team and vendor also,Positive
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Quality is. Not good Poor quality,Neutral
